cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
g370ygbu,,PMC,Biodefense versus bioterrorism,10.1186/gb-2008-9-8-108,PMC2575524,18771576,no-cc,Genomics was essential for identifying the source of the deadly anthrax strain released after the September 11 terrorist attacks in the US. The same research that is needed to combat low-probability bioterror attacks is needed to combat high-probability natural infectious agents.,01/09/2008,"Petsko, Gregory A",Genome Biol,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2575524/,
hx77tpbt,9c33102dc55e225f5836f9cf9c9d5f5b918820d8,PMC,Key Role of Splenic Myeloid DCs in the IFN-αβ Response to Adenoviruses In Vivo,10.1371/journal.ppat.1000208,PMC2576454,19008951,cc-by,"The early systemic production of interferon (IFN)-αβ is an essential component of the antiviral host defense mechanisms, but is also thought to contribute to the toxic side effects accompanying gene therapy with adenoviral vectors. Here we investigated the IFN-αβ response to human adenoviruses (Ads) in mice. By comparing the responses of normal, myeloid (m)DC- and plasmacytoid (p)DC-depleted mice and by measuring IFN-αβ mRNA expression in different organs and cells types, we show that in vivo, Ads elicit strong and rapid IFN-αβ production, almost exclusively in splenic mDCs. Using knockout mice, various strains of Ads (wild type, mutant and UV-inactivated) and MAP kinase inhibitors, we demonstrate that the Ad-induced IFN-αβ response does not require Toll-like receptors (TLR), known cytosolic sensors of RNA (RIG-I/MDA-5) and DNA (DAI) recognition and interferon regulatory factor (IRF)-3, but is dependent on viral endosomal escape, signaling via the MAP kinase SAPK/JNK and IRF-7. Furthermore, we show that Ads induce IFN-αβ and IL-6 in vivo by distinct pathways and confirm that IFN-αβ positively regulates the IL-6 response. Finally, by measuring TNF-α responses to LPS in Ad-infected wild type and IFN-αβR(−/−) mice, we show that IFN-αβ is the key mediator of Ad-induced hypersensitivity to LPS. These findings indicate that, like endosomal TLR signaling in pDCs, TLR-independent virus recognition in splenic mDCs can also produce a robust early IFN-αβ response, which is responsible for the bulk of IFN-αβ production induced by adenovirus in vivo. The signaling requirements are different from known TLR-dependent or cytosolic IFN-αβ induction mechanisms and suggest a novel cytosolic viral induction pathway. The hypersensitivity to components of the microbial flora and invading pathogens may in part explain the toxic side effects of adenoviral gene therapy and contribute to the pathogenesis of adenoviral disease.",14/11/2008,"Fejer, György; Drechsel, Lisa; Liese, Jan; Schleicher, Ulrike; Ruzsics, Zsolt; Imelli, Nicola; Greber, Urs F.; Keck, Simone; Hildenbrand, Bernd; Krug, Anne; Bogdan, Christian; Freudenberg, Marina A.",PLoS Pathog,,,,document_parses/pdf_json/9c33102dc55e225f5836f9cf9c9d5f5b918820d8.json,document_parses/pmc_json/PMC2576454.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2576454/,
oz823tw4,57383b80a4a1b97a7d3cf130525117d08e07c919,PMC,Hemorrhagic shock and encephalopathy syndrome – the markers for an early HSES diagnosis,10.1186/1471-2431-8-43,PMC2577649,18922188,cc-by,"BACKGROUND: The hemorrhagic shock and encephalopathy syndrome (HSES) is a devastating disease that affects young children. The outcomes of HSES patients are often fatal or manifesting severe neurological sequelae. We reviewed the markers for an early diagnosis of HSES. METHODS: We examined the clinical, biological and radiological findings of 8 patients (4 months to 9 years old) who met the HSES criteria. RESULTS: Although cerebral edema, disseminated intravascular coagulopathy (DIC), and multiple organ failure were seen in all 8 cases during their clinical courses, brain computed tomography (CT) scans showed normal or only slight edema in 5 patients upon admission. All 8 patients had normal platelet counts, and none were in shock. However, they all had severe metabolic acidosis, which persisted even after 3 hours (median base excess (BE), -7.6 mmol/L). And at 6 hours after admission (BE, -5.7 mmol/L) they required mechanical ventilation. Within 12 hours after admission, fluid resuscitation and vasopressor infusion for hypotension was required. Seven of the patients had elevated liver enzymes and creatine kinase (CK) upon admission. Twenty-four hours after admission, all 8 patients needed vasopressor infusion to maintain blood pressure. CONCLUSION: CT scan, platelet count, hemoglobin level and renal function upon admission are not useful for an early diagnosis of HSES. However, the elevated liver enzymes and CK upon admission, hypotension in the early stage after admission with refractory acid-base disturbance to fluid resuscitation and vasopressor infusion are useful markers for an early HSES diagnosis and helpful to indicate starting intensive neurological treatment.",16/10/2008,"Rinka, Hiroshi; Yoshida, Takeshi; Kubota, Tetsushi; Tsuruwa, Miho; Fuke, Akihiro; Yoshimoto, Akira; Kan, Masanori; Miyazaki, Dai; Arimoto, Hideki; Miyaichi, Toshinori; Kaji, Arito; Miyamoto, Satoru; Kuki, Ichiro; Shiomi, Masashi",BMC Pediatr,,,,document_parses/pdf_json/57383b80a4a1b97a7d3cf130525117d08e07c919.json,document_parses/pmc_json/PMC2577649.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577649/,
wtvfow2f,0e1c055e39c45d7cef611b6bd17fb67c249ed742; 7d7bab4809a66048899e1e95227eb5d72e46818f,PMC,Unifying evolutionary and thermodynamic information for RNA folding of multiple alignments,10.1093/nar/gkn544,PMC2582601,18836192,cc-by-nc,"Computational methods for determining the secondary structure of RNA sequences from given alignments are currently either based on thermodynamic folding, compensatory base pair substitutions or both. However, there is currently no approach that combines both sources of information in a single optimization problem. Here, we present a model that formally integrates both the energy-based and evolution-based approaches to predict the folding of multiple aligned RNA sequences. We have implemented an extended version of Pfold that identifies base pairs that have high probabilities of being conserved and of being energetically favorable. The consensus structure is predicted using a maximum expected accuracy scoring scheme to smoothen the effect of incorrectly predicted base pairs. Parameter tuning revealed that the probability of base pairing has a higher impact on the RNA structure prediction than the corresponding probability of being single stranded. Furthermore, we found that structurally conserved RNA motifs are mostly supported by folding energies. Other problems (e.g. RNA-folding kinetics) may also benefit from employing the principles of the model we introduce. Our implementation, PETfold, was tested on a set of 46 well-curated Rfam families and its performance compared favorably to that of Pfold and RNAalifold.",04/10/2008,"Seemann, Stefan E.; Gorodkin, Jan; Backofen, Rolf",Nucleic Acids Res,,,,document_parses/pdf_json/0e1c055e39c45d7cef611b6bd17fb67c249ed742.json; document_parses/pdf_json/7d7bab4809a66048899e1e95227eb5d72e46818f.json,document_parses/pmc_json/PMC2582601.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2582601/,
nv228vte,1a7676018fd73150a122c2afb1362324dbab4918,PMC,A sensitive array-based assay for identifying multiple TMPRSS2:ERG fusion gene variants,10.1093/nar/gkn585,PMC2582611,18794177,cc-by-nc,"Studies of gene fusions in solid tumors are not as extensive as in hematological malignancies due to several technical and analytical problems associated with tumor heterogeneity. Nevertheless, there is a growing interest in the role of fusion genes in common epithelial tumors after the discovery of recurrent TMPRSS2:ETS fusions in prostate cancer. Among all of the reported fusion partners in the ETS gene family, TMPRSS2:ERG is the most prevalent one. Here, we present a simple and sensitive microarray-based assay that is able to simultaneously determine multiple fusion variants with a single RT–PCR in impure RNA specimens. The assay detected TMPRSS2:ERG fusion transcripts with a detection sensitivity of <10 cells in the presence of more than 3000 times excess normal RNA, and in primary prostate tumors having no >1% of cancer cells. The ability to detect multiple transcript variants in a single assay is critically dependent on both the primer and probe designs. The assay should facilitate clinical and basic studies for fusion gene screening in clinical specimens, as it can be readily adapted to include multiple gene loci.",15/09/2008,"Lu, Qing; Nunez, Esperanza; Lin, Chunrun; Christensen, Kimberly; Downs, Tracy; Carson, Dennis A.; Wang-Rodriguez, Jessica; Liu, Yu-Tsueng",Nucleic Acids Res,,,,document_parses/pdf_json/1a7676018fd73150a122c2afb1362324dbab4918.json,document_parses/pmc_json/PMC2582611.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2582611/,
5j496cx0,d6ce322684cccda1ff72e7dacf22da2259cf65c6,PMC,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,10.1093/nar/gkn541,PMC2582615,18796528,cc-by-nc,"Redirecting the splicing machinery through the hybridization of high affinity, RNase H- incompetent oligonucleotide analogs such as phosphoramidate morpholino oligonucleotides (PMO) might lead to important clinical applications. Chemical conjugation of PMO to arginine-rich cell penetrating peptides (CPP) such as (R-Ahx-R)(4) (with Ahx standing for 6-aminohexanoic acid) leads to sequence-specific splicing correction in the absence of endosomolytic agents in cell culture at variance with most conventional CPPs. Importantly, (R-Ahx-R)(4)–PMO conjugates are effective in mouse models of various viral infections and Duchenne muscular dystrophy. Unfortunately, active doses in some applications might be close to cytotoxic ones thus presenting challenge for systemic administration of the conjugates in those clinical settings. Structure–activity relationship studies have thus been undertaken to unravel CPP structural features important for the efficient nuclear delivery of the conjugated PMO and limiting steps in their internalization pathway. Affinity for heparin (taken as a model heparan sulfate), hydrophobicity, cellular uptake, intracellular distribution and splicing correction have been monitored. Spacing between the charges, hydrophobicity of the linker between the Arg-groups and Arg-stereochemistry influence splicing correction efficiency. A significant correlation between splicing correction efficiency, affinity for heparin and ability to destabilize model synthetic vesicles has been observed but no correlation with cellular uptake has been found. Efforts will have to focus on endosomal escape since it appears to remain the limiting factor for the delivery of these splice-redirecting ON analogs.",16/09/2008,"Abes, Rachida; Moulton, Hong M.; Clair, Philippe; Yang, Sung-Tae; Abes, Said; Melikov, Kamran; Prevot, Paul; Youngblood, Derek S.; Iversen, Patrick L.; Chernomordik, Leonid V.; Lebleu, Bernard",Nucleic Acids Res,,,,document_parses/pdf_json/d6ce322684cccda1ff72e7dacf22da2259cf65c6.json,document_parses/pmc_json/PMC2582615.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2582615/,
6zrv687k,eec9198400dee7d7ec27088377bced55c01a126a,PMC,Immune Mechanisms Responsible for Vaccination against and Clearance of Mucosal and Lymphatic Norovirus Infection,10.1371/journal.ppat.1000236,PMC2587711,19079577,cc-by,"Two cardinal manifestations of viral immunity are efficient clearance of acute infection and the capacity to vaccinate against secondary viral exposure. For noroviruses, the contributions of T cells to viral clearance and vaccination have not been elucidated. We report here that both CD4 and CD8 T cells are required for efficient clearance of primary murine norovirus (MNV) infection from the intestine and intestinal lymph nodes. Further, long-lasting protective immunity was generated by oral live virus vaccination. Systemic vaccination with the MNV capsid protein also effectively protected against mucosal challenge, while vaccination with the capsid protein of the distantly related human Lordsdale virus provided partial protection. Fully effective vaccination required a broad immune response including CD4 T cells, CD8 T cells, and B cells, but the importance of specific immune cell types varied between the intestine and intestinal lymph nodes. Perforin, but not interferon gamma, was required for clearance of MNV infection by adoptively transferred T lymphocytes from vaccinated hosts. These studies prove the feasibility of both mucosal and systemic vaccination against mucosal norovirus infection, demonstrate tissue specificity of norovirus immune cells, and indicate that efficient vaccination strategies should induce potent CD4 and CD8 T cell responses.",12/12/2008,"Chachu, Karen A.; LoBue, Anna D.; Strong, David W.; Baric, Ralph S.; Virgin, Herbert W.",PLoS Pathog,,,,document_parses/pdf_json/eec9198400dee7d7ec27088377bced55c01a126a.json,document_parses/pmc_json/PMC2587711.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2587711/,
sasijnks,26670350d15f4a1f0a7072ad985d98b21c28fd5a,PMC,Self-Interest versus Group-Interest in Antiviral Control,10.1371/journal.pone.0001558,PMC2592701,19050769,cc-by,"Antiviral agents have been hailed to hold considerable promise for the treatment and prevention of emerging viral diseases like H5N1 avian influenza and SARS. However, antiviral drugs are not completely harmless, and the conditions under which individuals are willing to participate in a large-scale antiviral drug treatment program are as yet unknown. We provide population dynamical and game theoretical analyses of large-scale prophylactic antiviral treatment programs. Throughout we compare the antiviral control strategy that is optimal from the public health perspective with the control strategy that would evolve if individuals make their own, rational decisions. To this end we investigate the conditions under which a large-scale antiviral control program can prevent an epidemic, and we analyze at what point in an unfolding epidemic the risk of infection starts to outweigh the cost of antiviral treatment. This enables investigation of how the optimal control strategy is moulded by the efficacy of antiviral drugs, the risk of mortality by antiviral prophylaxis, and the transmissibility of the pathogen. Our analyses show that there can be a strong incentive for an individual to take less antiviral drugs than is optimal from the public health perspective. In particular, when public health asks for early and aggressive control to prevent or curb an emerging pathogen, for the individual antiviral drug treatment is attractive only when the risk of infection has become non-negligible. It is even possible that from a public health perspective a situation in which everybody takes antiviral drugs is optimal, while the process of individual choice leads to a situation where nobody is willing to take antiviral drugs.",13/02/2008,"van Boven, Michiel; Klinkenberg, Don; Pen, Ido; Weissing, Franz J.; Heesterbeek, Hans",PLoS One,,,,document_parses/pdf_json/26670350d15f4a1f0a7072ad985d98b21c28fd5a.json,document_parses/pmc_json/PMC2592701.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2592701/,
slxdonqi,82fb52d462dc847ed33ec87be35bd5c5065844aa,PMC,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,10.3201/eid1401.061283,PMC2600140,18258091,no-cc,"Avian influenza virus (H5N1) can be transmitted to humans, resulting in a severe or fatal disease. The aim of this study was to evaluate the immune cross-reactivity between human and avian influenza (H5N1) strains in healthy donors vaccinated for seasonal influenza A (H1N1)/(H3N2). A small frequency of CD4 T cells specific for subtype H5N1 was detected in several persons at baseline, and seasonal vaccine administration enhanced the frequency of such reactive CD4 T cells. We also observed that seasonal vaccination is able to raise neutralizing immunity against influenza (H5N1) in a large number of donors. No correlation between influenza-specific CD4 T cells and humoral responses was observed. N1 may possibly be a target for both cellular and humoral cross-type immunity, but additional experiments are needed to clarify this point. These findings highlight the possibility of boosting cross-type cellular and humoral immunity against highly pathogenic avian influenza A virus subtype H5N1 by seasonal influenza vaccination.",25/01/2008,"Gioia, Cristiana; Castilletti, Concetta; Tempestilli, Massimo; Piacentini, Paola; Bordi, Licia; Chiappini, Roberta; Agrati, Chiara; Squarcione, Salvatore; Ippolito, Giuseppe; Puro, Vincenzo; Capobianchi, Maria R.; Poccia, Fabrizio",Emerg Infect Dis,,,,document_parses/pdf_json/82fb52d462dc847ed33ec87be35bd5c5065844aa.json,document_parses/pmc_json/PMC2600140.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600140/,
uj7lyawj,e646b7a9960fc90325ceaf6bade3ab0bc2b237ef,PMC,Human Bocavirus Infections in Hospitalized Children and Adults,10.3201/eid1402.070851,PMC2600186,18258113,no-cc,"Studies have reported human bocavirus (HBoV) in children with respiratory tract infections (RTIs), but only occasionally in adults. We searched for HBoV DNA in nasopharyngeal aspirates (NPAs) from adults with exacerbations of chronic bronchitis or pneumonia, from children hospitalized for acute RTIs, and from asymptomatic children during the winter of 2002–2003 in Canada. HBoV was detected in NPAs of 1 (0.8%) of 126 symptomatic adults, 31 (13.8%) of 225 symptomatic children, and 43 (43%) of 100 asymptomatic children undergoing elective surgery. Another virus was detected in 22 (71%) of the 31 HBoV-positive NPAs from symptomatic children. Two clades of HBoV were identified. The pathogenic role of HBoV in RTIs is uncertain because it was frequently detected in symptomatic and asymptomatic children and was commonly found with other viruses in symptomatic children.",25/02/2008,"Longtin, Jean; Bastien, Martine; Gilca, Rodica; Leblanc, Eric; de Serres, Gaston; Bergeron, Michel G.; Boivin, Guy",Emerg Infect Dis,,,,document_parses/pdf_json/e646b7a9960fc90325ceaf6bade3ab0bc2b237ef.json,document_parses/pmc_json/PMC2600186.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600186/,
qww6pe61,f1446580f1091a33b07aad5ecbe7151c5895cafc,PMC,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,10.3201/eid1405.071301,PMC2600245,18439350,no-cc,"We explored how different socioeconomic and racial/ethnic groups in the United States might fare in an influenza pandemic on the basis of social factors that shape exposure, vulnerability to influenza virus, and timeliness and adequacy of treatment. We discuss policies that might differentially affect social groups’ risk for illness or death. Our purpose is not to establish the precise magnitude of disparities likely to occur; rather, it is to call attention to avoidable disparities that can be expected in the absence of systematic attention to differential social risks in pandemic preparedness plans. Policy makers at the federal, state, and local levels should consider potential sources of socioeconomic and racial/ethnic disparities during a pandemic and formulate specific plans to minimize these disparities.",25/05/2008,"Blumenshine, Philip; Reingold, Arthur; Egerter, Susan; Mockenhaupt, Robin; Braveman, Paula; Marks, James",Emerg Infect Dis,,,,document_parses/pdf_json/f1446580f1091a33b07aad5ecbe7151c5895cafc.json,document_parses/pmc_json/PMC2600245.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600245/,
0wx6yoo8,2e285596b823368b401a5df5b07b6bbedd9a444a,PMC,Conflict and Emerging Infectious Diseases,10.3201/eid1406.080027,PMC2600301,18507934,no-cc,,25/06/2008,"Kelly-Hope, Louise A.",Emerg Infect Dis,,,,document_parses/pdf_json/2e285596b823368b401a5df5b07b6bbedd9a444a.json,document_parses/pmc_json/PMC2600301.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600301/,
av0wlbua,a6223e7c69d8d8404a4576a0a6968cbf010c426d,PMC,Global Distribution of Novel Rhinovirus Genotype,10.3201/eid1406.080271,PMC2600308,18507910,no-cc,"Global surveillance for a novel rhinovirus genotype indicated its association with community outbreaks and pediatric respiratory disease in Africa, Asia, Australia, Europe, and North America. Molecular dating indicates that these viruses have been circulating for at least 250 years.",25/06/2008,"Briese, Thomas; Renwick, Neil; Venter, Marietjie; Jarman, Richard G.; Ghosh, Dhrubaa; Köndgen, Sophie; Shrestha, Sanjaya K.; Hoegh, A. Mette; Casas, Inmaculada; Adjogoua, Edgard Valerie; Akoua-Koffi, Chantal; Myint, Khin Saw; Williams, David T.; Chidlow, Glenys; van den Berg, Ria; Calvo, Cristina; Koch, Orienka; Palacios, Gustavo; Kapoor, Vishal; Villari, Joseph; Dominguez, Samuel R.; Holmes, Kathryn V.; Harnett, Gerry; Smith, David; Mackenzie, John S.; Ellerbrok, Heinz; Schweiger, Brunhilde; Schønning, Kristian; Chadha, Mandeep S.; Leendertz, Fabian H.; Mishra, A.C.; Gibbons, Robert V.; Holmes, Edward C.; Lipkin, W. Ian",Emerg Infect Dis,,,,document_parses/pdf_json/a6223e7c69d8d8404a4576a0a6968cbf010c426d.json,document_parses/pmc_json/PMC2600308.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600308/,
iar66keo,1dc18baed79c3ae009d73d109a7aaec9f9195a2f; fb6abbffcf23a7f85906627f2203c55e784cee09,PMC,Cost effective strategies for completing the Interactome,10.1038/nmeth.1283,PMC2613168,19079254,no-cc,"Comprehensive protein interaction mapping projects are underway for many model species and humans. A key step in these projects is estimating the time, cost, and personnel required for obtaining an accurate and complete map. Here, we model the cost of interaction map completion across a spectrum of experimental designs. We show that current efforts may require up to 20 independent tests covering each protein pair to approach completion. We explore designs for reducing this cost substantially, including prioritization of protein pairs, probability thresholding, and interaction prediction. The best designs lower cost by four-fold overall and >100-fold in early stages of mapping. We demonstrate the best strategy in an ongoing project in Drosophila, in which we map 450 high-confidence interactions using 47 microtiter plates, versus thousands of plates expected using current designs. This study provides a framework for assessing the feasibility of interaction mapping projects and for future efforts to increase their efficiency.",14/12/2008,"Schwartz, Ariel S.; Yu, Jingkai; Gardenour, Kyle R.; Finley, Russell L.; Ideker, Trey",Nat Methods,,,,document_parses/pdf_json/1dc18baed79c3ae009d73d109a7aaec9f9195a2f.json; document_parses/pdf_json/fb6abbffcf23a7f85906627f2203c55e784cee09.json,document_parses/pmc_json/PMC2613168.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2613168/,
elhp6rx6,eb83b27bafc37b40794c2c7cc1b921cbcdb4138c,PMC,Augmented Lung Inflammation Protects against Influenza A Pneumonia,10.1371/journal.pone.0004176,PMC2613561,19137067,cc-by,"BACKGROUND: Influenza pneumonia causes high mortality every year, and pandemic episodes kill millions of people. Influenza-related mortality has been variously ascribed to an ineffective host response that fails to limit viral replication, an excessive host inflammatory response that results in lung injury and impairment of gas exchange, or to bacterial superinfection. We sought to determine whether lung inflammation promoted or impaired host survival in influenza pneumonia. METHODS AND FINDINGS: To distinguish among these possible causes of influenza-related death, we induced robust lung inflammation by exposing mice to an aerosolized bacterial lysate prior to challenge with live virus. The treatment induced expression of the inflammatory cytokines IL-6 and TNF in bronchoalveolar lavage fluid 8- and 40-fold greater, respectively, than that caused by lethal influenza infection. Yet, this augmented inflammation was associated with striking resistance to host mortality (0% vs 90% survival, p = 0.0001) and reduced viral titers (p = 0.004). Bacterial superinfection of virus infected lungs was not observed. When mice were repeatedly exposed to the bacterial lysate, as would be clinically desirable during an influenza epidemic, there was no tachyphylaxis of the induced viral resistance. When the bacterial lysate was administered after the viral challenge, there was still some mortality benefit, and when ribavirin was added to the aerosolized bacterial lysate, host survival was synergistically improved (0% vs 93.3% survival, p<0.0001). CONCLUSIONS: Together, these data indicate that innate immune resistance to influenza can be effectively stimulated, and suggest that ineffective rather than excessive inflammation is the major cause of mortality in influenza pneumonia.",12/01/2009,"Tuvim, Michael J.; Evans, Scott E.; Clement, Cecilia G.; Dickey, Burton F.; Gilbert, Brian E.",PLoS One,,,,document_parses/pdf_json/eb83b27bafc37b40794c2c7cc1b921cbcdb4138c.json,document_parses/pmc_json/PMC2613561.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2613561/,
xu9llz9u,18e4bf7e0c2d81caa5795174a4f25d5a035e09b1,PMC,A Novel Peptide Enhances Therapeutic Efficacy of Liposomal Anti-Cancer Drugs in Mice Models of Human Lung Cancer,10.1371/journal.pone.0004171,PMC2614347,19137069,cc-by,"Lung cancer is the leading cause of cancer-related mortality worldwide. The lack of tumor specificity remains a major drawback for effective chemotherapies and results in dose-limiting toxicities. However, a ligand-mediated drug delivery system should be able to render chemotherapy more specific to tumor cells and less toxic to normal tissues. In this study, we isolated a novel peptide ligand from a phage-displayed peptide library that bound to non-small cell lung cancer (NSCLC) cell lines. The targeting phage bound to several NSCLC cell lines but not to normal cells. Both the targeting phage and the synthetic peptide recognized the surgical specimens of NSCLC with a positive rate of 75% (27 of 36 specimens). In severe combined immunodeficiency (SCID) mice bearing NSCLC xenografts, the targeting phage specifically bound to tumor masses. The tumor homing ability of the targeting phage was inhibited by the cognate synthetic peptide, but not by a control or a WTY-mutated peptide. When the targeting peptide was coupled to liposomes carrying doxorubicin or vinorelbine, the therapeutic index of the chemotherapeutic agents and the survival rates of mice with human lung cancer xenografts markedly increased. Furthermore, the targeting liposomes increased drug accumulation in tumor tissues by 5.7-fold compared with free drugs and enhanced cancer cell apoptosis resulting from a higher concentration of bioavailable doxorubicin. The current study suggests that this tumor-specific peptide may be used to create chemotherapies specifically targeting tumor cells in the treatment of NSCLC and to design targeted gene transfer vectors or it may be used one in the diagnosis of this malignancy.",12/01/2009,"Chang, De-Kuan; Lin, Chin-Tarng; Wu, Chien-Hsun; Wu, Han-Chung",PLoS One,,,,document_parses/pdf_json/18e4bf7e0c2d81caa5795174a4f25d5a035e09b1.json,document_parses/pmc_json/PMC2614347.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2614347/,
osioowtp,23b1f3033a86c0f53ee90b9ba14634e956f8610b,PMC,"IL-1β, IL-6, and RANTES as Biomarkers of Chikungunya Severity",10.1371/journal.pone.0004261,PMC2625438,19156204,cc-by,"BACKGROUND: Little is known about the immunopathogenesis of Chikungunya virus. Circulating levels of immune mediators and growth factors were analyzed from patients infected during the first Singaporean Chikungunya fever outbreak in early 2008 to establish biomarkers associated with infection and/or disease severity. METHODS AND FINDINGS: Adult patients with laboratory-confirmed Chikungunya fever infection, who were referred to the Communicable Disease Centre/Tan Tock Seng Hospital during the period from January to February 2008, were included in this retrospective study. Plasma fractions were analyzed using a multiplex-microbead immunoassay. Among the patients, the most common clinical features were fever (100%), arthralgia (90%), rash (50%) and conjunctivitis (40%). Profiles of 30 cytokines, chemokines, and growth factors were able to discriminate the clinical forms of Chikungunya from healthy controls, with patients classified as non-severe and severe disease. Levels of 8 plasma cytokines and 4 growth factors were significantly elevated. Statistical analysis showed that an increase in IL-1β, IL-6 and a decrease in RANTES were associated with disease severity. CONCLUSIONS: This is the first comprehensive report on the production of cytokines, chemokines, and growth factors during acute Chikungunya virus infection. Using these biomarkers, we were able to distinguish between mild disease and more severe forms of Chikungunya fever, thus enabling the identification of patients with poor prognosis and monitoring of the disease.",21/01/2009,"Ng, Lisa F. P.; Chow, Angela; Sun, Yong-Jiang; Kwek, Dyan J. C.; Lim, Poh-Lian; Dimatatac, Frederico; Ng, Lee-Ching; Ooi, Eng-Eong; Choo, Khar-Heng; Her, Zhisheng; Kourilsky, Philippe; Leo, Yee-Sin",PLoS One,,,,document_parses/pdf_json/23b1f3033a86c0f53ee90b9ba14634e956f8610b.json,document_parses/pmc_json/PMC2625438.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2625438/,
ciuhyhb8,,PMC,Avian Influenza: Should China Be Alarmed?,10.3349/ymj.2007.48.4.586,PMC2628066,17722229,cc-by-nc,"Avian influenza has emerged as one of the primary public health concern of the 21st century. Influenza strain H5N1 is capable of incidentally infecting humans and other mammals. Since their reemergence in 2003, highly pathogenic avian influenza A (H5N1) viruses have been transmitted from poultry to humans (by direct or indirect contact with infected birds) in several provinces of Mainland China, which has resulted in 22 cases of human infection and has created repercussions for the Chinese economy. People have been concerned whether a new pandemic will occur in the future. The eradication of pathogenic avian influenza viruses appears to be the most effective way to prevent an influenza pandemic. This paper will examine the features of H5N1, including incidence, infection, immunity, clinical management, prevention and control, and therapy in Mainland China.",31/08/2007,"Su, Zhaoliang; Xu, Huaxi; Chen, Jianguo",Yonsei Med J,,,,,document_parses/pmc_json/PMC2628066.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2628066/,
928pkpv2,7234aab6f4e46d4349fee1e8b38412a5eaebbe3f,PMC,Rift Valley Fever Virus NSs Protein Promotes Post-Transcriptional Downregulation of Protein Kinase PKR and Inhibits eIF2α Phosphorylation,10.1371/journal.ppat.1000287,PMC2629125,19197350,cc-by,"Rift Valley fever virus (RVFV) (genus Phlebovirus, family Bunyaviridae) is a negative-stranded RNA virus with a tripartite genome. RVFV is transmitted by mosquitoes and causes fever and severe hemorrhagic illness among humans, and fever and high rates of abortions in livestock. A nonstructural RVFV NSs protein inhibits the transcription of host mRNAs, including interferon-β mRNA, and is a major virulence factor. The present study explored a novel function of the RVFV NSs protein by testing the replication of RVFV lacking the NSs gene in the presence of actinomycin D (ActD) or α-amanitin, both of which served as a surrogate of the host mRNA synthesis suppression function of the NSs. In the presence of the host-transcriptional inhibitors, the replication of RVFV lacking the NSs protein, but not that carrying NSs, induced double-stranded RNA-dependent protein kinase (PKR)–mediated eukaryotic initiation factor (eIF)2α phosphorylation, leading to the suppression of host and viral protein translation. RVFV NSs promoted post-transcriptional downregulation of PKR early in the course of the infection and suppressed the phosphorylated eIF2α accumulation. These data suggested that a combination of RVFV replication and NSs-induced host transcriptional suppression induces PKR-mediated eIF2α phosphorylation, while the NSs facilitates efficient viral translation by downregulating PKR and inhibiting PKR-mediated eIF2α phosphorylation. Thus, the two distinct functions of the NSs, i.e., the suppression of host transcription, including that of type I interferon mRNAs, and the downregulation of PKR, work together to prevent host innate antiviral functions, allowing efficient replication and survival of RVFV in infected mammalian hosts.",06/02/2009,"Ikegami, Tetsuro; Narayanan, Krishna; Won, Sungyong; Kamitani, Wataru; Peters, C. J.; Makino, Shinji",PLoS Pathog,,,,document_parses/pdf_json/7234aab6f4e46d4349fee1e8b38412a5eaebbe3f.json,document_parses/pmc_json/PMC2629125.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2629125/,
