cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,,,,,,,,,,,,,,,,,
mmd8ru3r,b3d7fd02de63c9e801c668f9784a1f31be59cc97,PMC,Identification of a novel canine parvovirus type 2c in Taiwan,10.1186/s12985-016-0620-5,PMC5035481,27663840,cc-by,"BACKGROUND: Taiwan has been considered free from canine parvovirus type 2c (CPV-2c) based on the last report of canine parvovirus type 2 (CPV-2) surveillance. However, since January 2015, the first report of CPV-2c in a puppy has occurred in Taiwan. There is currently limited information about the CPV-2c variant in Taiwan. In the present study, we characterized the previously unidentified CPV-2c variant and investigated the distribution of CPV-2 variants in Taiwan. METHODS: During January 2014 to April 2016, fecal or rectal swab samples from 99 dogs with suspected CPV-2 infection in Taiwan were collected. Eighty-eight were identified as being either CPV-2a, −2b or -2c variants positive by real-time PCR and sequence analysis. RESULTS: Sequence analysis of the 88 isolates confirmed CPV-2c as the dominant variant (54.6 %), followed by CPV-2b (26.1 %) and CPV-2a (19.3 %). Phylogenetic analysis demonstrated that the recent CPV-2c variants are similar to the Chinese CPV-2c strain but can be considered as novel Asian CPV-2c isolates. CONCLUSION: The present study provides evidence for the existence of a novel CPV-2c variant in Taiwan. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s12985-016-0620-5) contains supplementary material, which is available to authorized users.",9/23/16,"Chiang, Shu-Yun; Wu, Hung-Yi; Chiou, Ming-Tang; Chang, Min-Chen; Lin, Chao-Nan",Virol J,,,,document_parses/pdf_json/b3d7fd02de63c9e801c668f9784a1f31be59cc97.json,document_parses/pmc_json/PMC5035481.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5035481/,,,,,,,,,,,,,,,,,,
w7f4rkyv,a293d2836c440402c8f71b2785b853473d188f5e,PMC,Bibliometric analysis of global scientific research on carbapenem resistance (1986–2015),10.1186/s12941-016-0169-6,PMC5035509,27663999,cc-by,"BACKGROUND: Antimicrobial resistance is a global public health challenge and carbapenem resistance, in particular, is considered an urgent global health threat. This study was carried out to give a bibliometric overview of literature on carbapenem resistance. In specific, number of publications, top productive countries and institutes, highly cited articles, citation analysis, co-authorships, international collaboration, top active authors, and journals publishing articles on carbapenem resistance were analyzed and discussed. METHODS: Specific keywords pertaining to carbapenem resistance were used in Scopus database. Quantitative and qualitative analysis of retrieved data were presented using appropriate bibliometric indicators and visualization maps. RESULTS: A total of 2617 journal articles were retrieved. The average number of citations per article was of 21.47. The growth of publications showed a dramatic increase from 2008 to 2015. Approximately 9 % of retrieved articles on carbapenem resistance were published in Antimicrobial Agents and Chemotherapy journal. Retrieved articles were published by 102 different countries. The United States of America (USA) contributed most with 437 (16.70 %) articles followed by China with 257 (9.82 %) articles. When productivity was stratified by population size, Greece ranked first followed by France. Greece also ranked first when data were stratified by gross domestic product (GDP). Asian countries have lesser international collaboration compared with other countries in the top ten list. Five of top ten productive institutes were Europeans (France, the UK, Greece, Italy, and Switzerland) and two were Asians (China and South Korea). Other active institutes included an Israeli and a Brazilian institute. Four of the top ten cited articles were published in Antimicrobial Agents and Chemotherapy journal and two were published in The Lancet Infectious Diseases. CONCLUSION: There was a dramatic increase in number of publications on carbapenem resistance in the past few years. These publications were produced from different world regions including Asia, Europe, Middle East, and Latin America. International collaboration needs to be encouraged particularly for researchers in Asia. Molecular biology and epidemiology dominated the theme of the top ten cited articles on carbapenem resistance. This bibliometric study will hopefully help health policy makers in planning future research and allocating funds pertaining to carbapenem resistance.",9/23/16,"Sweileh, Waleed M.; Shraim, Naser Y.; Al-Jabi, Samah W.; Sawalha, Ansam F.; AbuTaha, Adham S.; Zyoud, Sa’ed H.",Ann Clin Microbiol Antimicrob,,,,document_parses/pdf_json/a293d2836c440402c8f71b2785b853473d188f5e.json,document_parses/pmc_json/PMC5035509.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5035509/,,,,,,,,,,,,,,,,,,
s4xlrav8,04ed44ad0aed30771e1ba0f38e4aa00101d1b8c3; fc8c37b262255f1af7df6aa9bbbce30f5d5aa20a,PMC,A polyvalent inactivated rhinovirus vaccine is broadly immunogenic in rhesus macaques,10.1038/ncomms12838,PMC5036149,27653379,cc-by,"As the predominant aetiological agent of the common cold, human rhinovirus (HRV) is the leading cause of human infectious disease. Early studies showed that a monovalent formalin-inactivated HRV vaccine can be protective, and virus-neutralizing antibodies (nAb) correlated with protection. However, co-circulation of many HRV types discouraged further vaccine efforts. Here, we test the hypothesis that increasing virus input titres in polyvalent inactivated HRV vaccine may result in broad nAb responses. We show that serum nAb against many rhinovirus types can be induced by polyvalent, inactivated HRVs plus alhydrogel (alum) adjuvant. Using formulations up to 25-valent in mice and 50-valent in rhesus macaques, HRV vaccine immunogenicity was related to sufficient quantity of input antigens, and valency was not a major factor for potency or breadth of the response. Thus, we have generated a vaccine capable of inducing nAb responses to numerous and diverse HRV types.",9/22/16,"Lee, Sujin; Nguyen, Minh Trang; Currier, Michael G.; Jenkins, Joe B.; Strobert, Elizabeth A.; Kajon, Adriana E.; Madan-Lala, Ranjna; Bochkov, Yury A.; Gern, James E.; Roy, Krishnendu; Lu, Xiaoyan; Erdman, Dean D.; Spearman, Paul; Moore, Martin L.",Nat Commun,,,,document_parses/pdf_json/04ed44ad0aed30771e1ba0f38e4aa00101d1b8c3.json; document_parses/pdf_json/fc8c37b262255f1af7df6aa9bbbce30f5d5aa20a.json,document_parses/pmc_json/PMC5036149.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5036149/,,,,,,,,,,,,,,,,,,
ga86in78,3ccac237e5fa57c9d28f59f0b9b8e58188edd29b,PMC,Influenza A Virus Polymerase Recruits the RNA Helicase DDX19 to Promote the Nuclear Export of Viral mRNAs,10.1038/srep33763,PMC5037575,27653209,cc-by,"Enhancing the knowledge of host factors that are required for efficient influenza A virus (IAV) replication is essential to address questions related to pathogenicity and to identify targets for antiviral drug development. Here we focused on the interplay between IAV and DExD-box RNA helicases (DDX), which play a key role in cellular RNA metabolism by remodeling RNA-RNA or RNA-protein complexes. We performed a targeted RNAi screen on 35 human DDX proteins to identify those involved in IAV life cycle. DDX19 was a major hit. In DDX19-depleted cells the accumulation of viral RNAs and proteins was delayed, and the production of infectious IAV particles was strongly reduced. We show that DDX19 associates with intronless, unspliced and spliced IAV mRNAs and promotes their nuclear export. In addition, we demonstrate an RNA-independent association between DDX19 and the viral polymerase, that is modulated by the ATPase activity of DDX19. Our results provide a model in which DDX19 is recruited to viral mRNAs in the nucleus of infected cells to enhance their nuclear export. Information gained from this virus-host interaction improves the understanding of both the IAV replication cycle and the cellular function of DDX19.",9/22/16,"Diot, Cédric; Fournier, Guillaume; Dos Santos, Mélanie; Magnus, Julie; Komarova, Anastasia; van der Werf, Sylvie; Munier, Sandie; Naffakh, Nadia",Sci Rep,,,,document_parses/pdf_json/3ccac237e5fa57c9d28f59f0b9b8e58188edd29b.json,document_parses/pmc_json/PMC5037575.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5037575/,,,,,,,,,,,,,,,,,,
x1ddi8wg,df62b9ff3b2b95896d4b90ccefc9f3d756be1abf,PMC,Emergency treatment and nursing of children with severe pneumonia complicated by heart failure and respiratory failure: 10 case reports,10.3892/etm.2016.3558,PMC5038202,27698703,cc-by-nc-nd,"Pneumonia refers to lung inflammation caused by different pathogens or other factors, and is a common pediatric disease occurring in infants and young children. It is closely related to the anatomical and physiological characteristics of infants and young children and is more frequent during winter and spring, or sudden changes in temperature. Pneumonia is a serious disease that poses a threat to children's health and its morbidity and mortality rank first, accounting for 24.5–65.2% of pediatric inpatients. Due to juvenile age, severe illness and rapid changes, children often suffer acute heart failure, respiratory failure and even toxic encephalopathy at the same time. The concurrence in different stages of the process of emergency treatment tends to relapse, which directly places the lives of these children at risk. Severe pneumonia constitutes one of the main causes of infant mortality. In the process of nursing children with severe pneumonia, intensive care was provided, including condition assessment and diagnosis, close observation of disease, keeping the airway unblocked, rational oxygen therapy, prevention and treatment of respiratory and circulatory failure, support of vital organs, complications, and health education. The inflammatory response was proactively controlled, to prevent suffocation and reduce mortality. In summary, positive and effective nursing can promote the rehabilitation of children patients, which can be reinforced with adequate communication with the parents and/or caretakers.",7/29/16,"Li, Wanli; An, Xinjiang; Fu, Mingyu; Li, Chunli",Exp Ther Med,,,,document_parses/pdf_json/df62b9ff3b2b95896d4b90ccefc9f3d756be1abf.json,document_parses/pmc_json/PMC5038202.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5038202/,,,,,,,,,,,,,,,,,,
axvkhula,d90a211ef31ec56091a8c30bb8ee39e9f07ca755; 129385d837be59df19fab81b392563d1202ae5d1,PMC,"Estimation of Severe Middle East Respiratory Syndrome Cases in the Middle East, 2012–2016",10.3201/eid2210.151121,PMC5038414,27648640,no-cc,"Using data from travelers to 4 countries in the Middle East, we estimated 3,250 (95% CI 1,300–6,600) severe cases of Middle East respiratory syndrome occurred in this region during September 2012–January 2016. This number is 2.3-fold higher than the number of laboratory-confirmed cases recorded in these countries.",10/25/16,"O’Hagan, Justin J.; Carias, Cristina; Rudd, Jessica M.; Pham, Huong T.; Haber, Yonat; Pesik, Nicki; Cetron, Martin S.; Gambhir, Manoj; Gerber, Susan I.; Swerdlow, David L.",Emerg Infect Dis,,,,document_parses/pdf_json/d90a211ef31ec56091a8c30bb8ee39e9f07ca755.json; document_parses/pdf_json/129385d837be59df19fab81b392563d1202ae5d1.json,document_parses/pmc_json/PMC5038414.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5038414/,,,,,,,,,,,,,,,,,,
xd3zxx0c,edd3e8db7f89f93c6a91f5546c1c5a8354f58abe,PMC,Genomic and functional analysis of the host response to acute simian varicella infection in the lung,10.1038/srep34164,PMC5039758,27677639,cc-by,"Varicella Zoster Virus (VZV) is the causative agent of varicella and herpes zoster. Although it is well established that VZV is transmitted via the respiratory route, the host-pathogen interactions during acute VZV infection in the lungs remain poorly understood due to limited access to clinical samples. To address these gaps in our knowledge, we leveraged a nonhuman primate model of VZV infection where rhesus macaques are intrabronchially challenged with the closely related Simian Varicella Virus (SVV). Acute infection is characterized by immune infiltration of the lung airways, a significant up-regulation of genes involved in antiviral-immunity, and a down-regulation of genes involved in lung development. This is followed by a decrease in viral loads and increased expression of genes associated with cell cycle and tissue repair. These data provide the first characterization of the host response required to control varicella virus replication in the lung and provide insight into mechanisms by which VZV infection can cause lung injury in an immune competent host.",9/28/16,"Arnold, Nicole; Girke, Thomas; Sureshchandra, Suhas; Nguyen, Christina; Rais, Maham; Messaoudi, Ilhem",Sci Rep,,,,document_parses/pdf_json/edd3e8db7f89f93c6a91f5546c1c5a8354f58abe.json,document_parses/pmc_json/PMC5039758.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5039758/,,,,,,,,,,,,,,,,,,
rtlygovi,3f42888b51e268c3e99c712f3eee486a73dce261,PMC,People-centred health systems: building more resilient health systems in the wake of the Ebola crisis,10.1093/inthealth/ihw029,PMC5039820,27620922,no-cc,"The 2014–2016 West African Ebola outbreak demonstrated the extent to which local social and political dynamics shape health system responses to crises such as epidemics. Many post-Ebola health system strengthening programmes are framed around a notion of health system ‘resilience’ that focuses on global rather than local priorities and fails to account for key local social dynamics that shape crisis responses. Post-crisis health system strengthening efforts require a shift towards a more ‘people-centred’ understanding of resilience that attends to the people, relationships and local contexts that constitute health systems and the practices that produce crisis responses.",9/27/16,"Martineau, Fred P.",Int Health,,,,document_parses/pdf_json/3f42888b51e268c3e99c712f3eee486a73dce261.json,document_parses/pmc_json/PMC5039820.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5039820/,,,,,,,,,,,,,,,,,,
i6jhquze,7efbef7c4a786e35e8da85c2458b80aa12ef0d34,PMC,Serology in the Digital Age: Using Long Synthetic Peptides Created from Nucleic Acid Sequences as Antigens in Microarrays,10.3390/microarrays5030022,PMC5040969,27600087,cc-by,"Background: Antibodies to microbes, or to autoantigens, are important markers of disease. Antibody detection (serology) can reveal both past and recent infections. There is a great need for development of rational ways of detecting and quantifying antibodies, both for humans and animals. Traditionally, serology using synthetic antigens covers linear epitopes using up to 30 amino acid peptides. Methods: We here report that peptides of 100 amino acids or longer (“megapeptides”), designed and synthesized for optimal serological performance, can successfully be used as detection antigens in a suspension multiplex immunoassay (SMIA). Megapeptides can quickly be created just from pathogen sequences. A combination of rational sequencing and bioinformatic routines for definition of diagnostically-relevant antigens can, thus, rapidly yield efficient serological diagnostic tools for an emerging infectious pathogen. Results: We designed megapeptides using bioinformatics and viral genome sequences. These long peptides were tested as antigens for the presence of antibodies in human serum to the filo-, herpes-, and polyoma virus families in a multiplex microarray system. All of these virus families contain recently discovered or emerging infectious viruses. Conclusion: Long synthetic peptides can be useful as serological diagnostic antigens, serving as biomarkers, in suspension microarrays.",08/10/2016,"Rizwan, Muhammad; Rönnberg, Bengt; Cistjakovs, Maksims; Lundkvist, Åke; Pipkorn, Rudiger; Blomberg, Jonas",Microarrays (Basel),,,,document_parses/pdf_json/7efbef7c4a786e35e8da85c2458b80aa12ef0d34.json,document_parses/pmc_json/PMC5040969.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5040969/,,,,,,,,,,,,,,,,,,
yz4i5n1m,8e86378fa81ef260ac12641249e1389ed234b9c9,PMC,Viral Inhibition of the IFN-Induced JAK/STAT Signalling Pathway: Development of Live Attenuated Vaccines by Mutation of Viral-Encoded IFN-Antagonists,10.3390/vaccines4030023,PMC5041017,27367734,cc-by,"The interferon (IFN) induced anti-viral response is amongst the earliest and most potent of the innate responses to fight viral infection. The induction of the Janus kinase/signal transducer and activation of transcription (JAK/STAT) signalling pathway by IFNs leads to the upregulation of hundreds of interferon stimulated genes (ISGs) for which, many have the ability to rapidly kill viruses within infected cells. During the long course of evolution, viruses have evolved an extraordinary range of strategies to counteract the host immune responses in particular by targeting the JAK/STAT signalling pathway. Understanding how the IFN system is inhibited has provided critical insights into viral virulence and pathogenesis. Moreover, identification of factors encoded by viruses that modulate the JAK/STAT pathway has opened up opportunities to create new anti-viral drugs and rationally attenuated new generation vaccines, particularly for RNA viruses, by reverse genetics.",6/29/16,"Fleming, Stephen B.",Vaccines (Basel),,,,document_parses/pdf_json/8e86378fa81ef260ac12641249e1389ed234b9c9.json,document_parses/pmc_json/PMC5041017.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5041017/,,,,,,,,,,,,,,,,,,
tujtpm84,6c1aa9863693a1415a8d3996023797c46e1b157d; e5fe71d8230e51b9cd2ce70386533910dfa152f5,PMC,"Ilex kaushue and Its Bioactive Component 3,5-Dicaffeoylquinic Acid Protected Mice from Lipopolysaccharide-Induced Acute Lung Injury",10.1038/srep34243,PMC5041076,27681838,cc-by,"Acute lung injury (ALI) is a severe respiratory disease with high mortality rates worldwide. Recent reports suggest that human neutrophil elastase (HNE) plays a key role in the inflammatory response that is characteristic of ALI, which indicates that the development of HNE inhibitors could be an efficient treatment strategy. In the current study, an enzyme-based screening assay was used to identify effective HNE inhibitors from a number of traditional Chinese medicines (TCMs). Among them, a water extract of Ilex kaushue (IKWE) effectively inhibited HNE activity (IC(50), 11.37 ± 1.59 μg/mL). Using bioactivity-guided fractionation, one new compound and 23 known compounds were identified. Compound 6 (identified as 3,5-dicaffeoylquinic acid; 3,5-DCQA) exerted the most potent and selective inhibitory effect on HNE activity (IC(50), 1.86 ± 0.06 μM). In a cell-based assay, 3,5-DCQA not only directly reduced superoxide generation and elastase activity but also attenuated the Src family kinase (SRKs)/Vav signaling pathway in N-formyl-L-Met-L-Leu-L-Phe (fMLF)-stimulated human neutrophils. In an animal disease model, both 3,5-DCQA and standardized IKWE protected against lipopolysaccharide-induced ALI in mice, which provides support for their potential as candidates in the development of new therapeutic agents for neutrophilic inflammatory diseases.",9/29/16,"Chen, Yu-Li; Hwang, Tsong-Long; Yu, Huang-Ping; Fang, Jia-You; Chong, Kowit Yu; Chang, Yao-Wen; Chen, Chun-Yu; Yang, Hsuan-Wu; Chang, Wen-Yi; Hsieh, Pei-Wen",Sci Rep,,,,document_parses/pdf_json/6c1aa9863693a1415a8d3996023797c46e1b157d.json; document_parses/pdf_json/e5fe71d8230e51b9cd2ce70386533910dfa152f5.json,document_parses/pmc_json/PMC5041076.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5041076/,,,,,,,,,,,,,,,,,,
m7129dcj,182e49168024f82278796f47a253d64cb018f093,PMC,Distribution and characteristics of rodent picornaviruses in China,10.1038/srep34381,PMC5041129,27682620,cc-by,"Rodents are important reservoir hosts of many important zoonotic viruses. The family Picornaviridae contains clinically important pathogens that infect humans and animals, and increasing numbers of rodent picornaviruses have recently been associated with zoonoses. We collected 574 pharyngeal and anal swab specimens from 287 rodents of 10 different species from eight representative regions of China from October 2013 to July 2015. Seven representative sequences identified from six rodent species were amplified as full genomes and classified into four lineages. Three lineage 1 viruses belonged to a novel genus of picornaviruses and was more closely related to Hepatovirus than to others genera of picornaviruses based on aa homology. Lineage 2, lineage 3, and lineage 4 viruses belonged to the genera Rosavirus, Hunnivirus, and Enterovirus, respectively, representing new species. According to both phylogenetic and identity analyses, Lineage 2 viruses had a close relationship with rosavirus 2 which was recovered from the feces of a child in Gambia and Lineage 3 viruses had a close relationship with domestic animal Hunnivirus. Lineage 4 viruses provide the first evidence of these enteroviruses and their evolution in rodent hosts in China.",9/29/16,"Du, Jiang; Lu, Liang; Liu, Feng; Su, Haoxiang; Dong, Jie; Sun, Lilian; Zhu, Yafang; Ren, Xianwen; Yang, Fan; Guo, Fei; Liu, Qiyong; Wu, Zhiqiang; Jin, Qi",Sci Rep,,,,document_parses/pdf_json/182e49168024f82278796f47a253d64cb018f093.json,document_parses/pmc_json/PMC5041129.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5041129/,,,,,,,,,,,,,,,,,,
lbhghilo,50ad279de0a3f825b6280e07afc79439f59ecc3a,PMC,XB130 deficiency enhances lipopolysaccharide-induced septic response and acute lung injury,10.18632/oncotarget.8326,PMC5041914,27029000,cc-by,"XB130 is a novel oncoprotein that promotes cancer cell survival, proliferation and migration. Its physiological function in vivo is largely unknown. The objective of this study was to determine the role of XB130 in lipopolysaccharide (LPS)-induced septic responses and acute lung injury. LPS was intraperitoneally administrated to Xb130 knockout (KO) and wild type (WT) mice. There was a significant weight loss in KO mice at Day 2 and significantly higher disease scores during the 7 days of observation. The levels of tumor necrosis factor-alpha, monocyte chemoattractant protein-1, interleukin-6 and interleukin-10 in the serum were significantly higher in KO mice at Day 2. In KO mice there were a significantly higher lung injury score, higher wet/dry lung weight ratio, more apoptotic cells and less proliferative cells in the lung. Macrophage infiltration was significantly elevated in the lung of KO mice. There was significantly increased number of p-GSK-3β positive cells in KO mice, which were mainly neutrophils and macrophages. XB130 is expressed in alveolar type I and type II cells in the lung. The expression in these cells was significantly reduced after LPS challenge. XB130 deficiency delayed the recovery from systemic septic responses, and the presence of XB130 in the alveolar epithelial cells may provide protective mechanisms by reducing cell death and promoting cell proliferation, and reducing pulmonary permeability.",3/23/16,"Toba, Hiroaki; Tomankova, Tereza; Wang, Yingchun; Bai, Xiaohui; Cho, Hae-Ra; Guan, Zhehong; Adeyi, Oyedele A.; Tian, Feng; Keshavjee, Shaf; Liu, Mingyao",Oncotarget,,,,document_parses/pdf_json/50ad279de0a3f825b6280e07afc79439f59ecc3a.json,document_parses/pmc_json/PMC5041914.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5041914/,,,,,,,,,,,,,,,,,,
o1x05kni,da215867201d36fa409a1f64aa89dfe75d537784,PMC,A Field-Deployable Reverse Transcription Recombinase Polymerase Amplification Assay for Rapid Detection of the Chikungunya Virus,10.1371/journal.pntd.0004953,PMC5042537,27685649,cc-by,"BACKGROUND: Chikungunya virus (CHIKV) is a mosquito-borne virus currently transmitted in about 60 countries. CHIKV causes acute flu-like symptoms and in many cases prolonged musculoskeletal and joint pain. Detection of the infection is mostly done using RT-RCR or ELISA, which are not suitable for point-of-care diagnosis. METHODOLOGY/PRINCIPAL FINDINGS: In this study, a reverse transcription recombinase polymerase amplification (RT-RPA) assay for the detection of the CHIKV was developed. The assay sensitivity, specificity, and cross-reactivity were tested. CHIKV RT-RPA assay detected down to 80 genome copies/reaction in a maximum of 15 minutes. It successfully identified 18 isolates representing the three CHIKV genotypes. No cross-reactivity was detected to other alphaviruses and arboviruses except O'nyong'nyong virus, which could be differentiated by a modified RPA primer pair. Seventy-eight samples were screened both by RT-RPA and real-time RT-PCR. The diagnostic sensitivity and specificity of the CHIKV RT-RPA assay were determined at 100%. CONCLUSIONS/SIGNIFICANCE: The developed RT-RPA assay represents a promising method for the molecular detection of CHIKV at point of need.",9/29/16,"Patel, Pranav; Abd El Wahed, Ahmed; Faye, Oumar; Prüger, Pauline; Kaiser, Marco; Thaloengsok, Sasikanya; Ubol, Sukathida; Sakuntabhai, Anavaj; Leparc-Goffart, Isabelle; Hufert, Frank T.; Sall, Amadou A.; Weidmann, Manfred; Niedrig, Matthias",PLoS Negl Trop Dis,,,,document_parses/pdf_json/da215867201d36fa409a1f64aa89dfe75d537784.json,document_parses/pmc_json/PMC5042537.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042537/,,,,,,,,,,,,,,,,,,
200ondzx,3fad6dea4f2f9afda7699aa3b79d11b4ddfb57fd,PMC,Phenol-Rich Compounds Sweet Gel: A Statistically More Effective Antibiotic than Cloxacillin Against Pseudomonas Aeruginosa,10.3831/kpi.2016.19.026,PMC5043089,27695634,cc-by-nc,"OBJECTIVES: The purpose of this study was to obtain a natural antibiotic from Phenol-rich compounds; for the dressing and the treatment of chronic wounds. METHODS: The Phenol-rich compound sweet gel was prepared by blending four natural herbal extracts, Acacia catechu (L.F.), Momia (Shilajit), Castanea sativa, and Ephedra sinica stapf, with combination of a sweet gel medium, including honey, maple saps, Phoenix dactylifera L. (date), pomegranate extract and Azadirachta indica gum as a stabilizer. The combinations were screened by using a well-diffusion assay with cloxacillin as a control. Pseudomonas spp. was tested with our novel antimicrobial compound. The zones of inhibition in agar culture were measured for each individual component and for the compound, and the results were compared with those of the control group which had been treated with cloxacillin. Data were expressed as means ± standard deviations. Quantitative analyses were performed using the paired t-test. RESULTS: The antibiotic effect of the Phenol-rich compound sweet gel was statistically shown to be more significant than that of cloxacillin against Pseudomonas aeruginosa (P < 0.05). CONCLUSION: Our novel approach to fighting the antibiotic resistance of Pseudomonas proved to be successful. The Phenol-rich compound sweet gel was found to be suitable for use as an alternative medicine and bioactive dressing material, for the treatment of patients with various types of wounds, including burns, venous leg ulcers, ulcers of various etiologies, leg ulcers on the feet of diabetic, unhealed graft sampling sites, abscesses, boils, surgical wounds, necrotic process, post-operative and neonatal wound infection, and should be considered as an alternative to the usual methods of cure.",9/25/16,"Dashtdar, Mehrab; Dashtdar, Mohammad Reza; Dashtdar, Babak; Khan, Gazala Afreen; Kardi, Karima",J Pharmacopuncture,,,,document_parses/pdf_json/3fad6dea4f2f9afda7699aa3b79d11b4ddfb57fd.json,document_parses/pmc_json/PMC5043089.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5043089/,,,,,,,,,,,,,,,,,,
fyztb8d9,c6b416e31cb51e4ecc6264f20bb37db28e9a4cef,PMC,Human IFIT1 Inhibits mRNA Translation of Rubulaviruses but Not Other Members of the Paramyxoviridae Family,10.1128/jvi.01056-16,PMC5044818,27512068,cc-by,"We have previously shown that IFIT1 is primarily responsible for the antiviral action of interferon (IFN) alpha/beta against parainfluenza virus type 5 (PIV5), selectively inhibiting the translation of PIV5 mRNAs. Here we report that while PIV2, PIV5, and mumps virus (MuV) are sensitive to IFIT1, nonrubulavirus members of the paramyxoviridae such as PIV3, Sendai virus (SeV), and canine distemper virus (CDV) are resistant. The IFIT1 sensitivity of PIV5 was not rescued by coinfection with an IFIT1-resistant virus (PIV3), demonstrating that PIV3 does not specifically inhibit the antiviral activity of IFIT1 and that the inhibition of PIV5 mRNAs is regulated by cis-acting elements. We developed an in vitro translation system using purified human IFIT1 to further investigate the mechanism of action of IFIT1. While the translations of PIV2, PIV5, and MuV mRNAs were directly inhibited by IFIT1, the translations of PIV3, SeV, and CDV mRNAs were not. Using purified human mRNA-capping enzymes, we show biochemically that efficient inhibition by IFIT1 is dependent upon a 5′ guanosine nucleoside cap (which need not be N7 methylated) and that this sensitivity is partly abrogated by 2′O methylation of the cap 1 ribose. Intriguingly, PIV5 M mRNA, in contrast to NP mRNA, remained sensitive to inhibition by IFIT1 following in vitro 2′O methylation, suggesting that other structural features of mRNAs may influence their sensitivity to IFIT1. Thus, surprisingly, the viral polymerases (which have 2′-O-methyltransferase activity) of rubulaviruses do not protect these viruses from inhibition by IFIT1. Possible biological consequences of this are discussed. IMPORTANCE Paramyxoviruses cause a wide variety of diseases, and yet most of their genes encode structural proteins and proteins involved in their replication cycle. Thus, the amount of genetic information that determines the type of disease that paramyxoviruses cause is relatively small. One factor that will influence disease outcomes is how they interact with innate host cell defenses, including the interferon (IFN) system. Here we show that different paramyxoviruses interact in distinct ways with cells in a preexisting IFN-induced antiviral state. Strikingly, all the rubulaviruses tested were sensitive to the antiviral action of ISG56/IFIT1, while all the other paramyxoviruses tested were resistant. We developed novel in vitro biochemical assays to investigate the mechanism of action of IFIT1, demonstrating that the mRNAs of rubulaviruses can be directly inhibited by IFIT1 and that this is at least partially because their mRNAs are not correctly methylated.",9/29/16,"Young, D. F.; Andrejeva, J.; Li, X.; Inesta-Vaquera, F.; Dong, C.; Cowling, V. H.; Goodbourn, S.; Randall, R. E.",J Virol,,,,document_parses/pdf_json/c6b416e31cb51e4ecc6264f20bb37db28e9a4cef.json,document_parses/pmc_json/PMC5044818.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5044818/,,,,,,,,,,,,,,,,,,
yg2fmt42,94bb822945a2854f5d541d3b83b5a100f1b7f50a,PMC,Two case reports: Whole genome sequencing of two clinical macrolide-resistant Mycoplasma pneumoniae isolates with different responses to azithromycin,10.1097/md.0000000000004963,PMC5044926,27661056,cc-by,"BACKGROUND: Cases of macrolide-resistant Mycoplasma pneumoniae have increased rapidly since 2000, especially in Asia. Patients infected with macrolide-resistant M pneumoniae usually present with severe M pneumoniae pneumonia. The aim of this study was to identify indicators for whether children at an early stage of M pneumoniae infection develop mild or severe pneumonia. CASE SUMMARY: Herein, we retrospectively reviewed 2 pediatric cases caused by macrolide-resistant M pneumoniae, but with markedly different severity of pneumonia. First, we compared the clinical courses of the patients, then isolated the pathogens and tested their response to macrolides, then finally, carried out whole genome sequencing of these isolates. Despite the difference in clinical presentation of the infection, both isolates exhibited a high level of resistance to macrolide antibiotics. Analysis of clinical data showed that the erythrocyte sedimentation rate in blood samples of the patients in the early stages of disease varied greatly. Genome sequence analysis revealed single nucleotide polymorphisms mainly focused on adhesin P1, which is involved in the pathogenicity of M pneumoniae. CONCLUSION: The differences of erythrocyte sedimentation rate in the early stage of M pneumoniae pneumonia and mutations in P1 protein may help us to distinguish between severe or mild disease after infection with macrolide-resistant M pneumoniae. These findings could lead to the development of screening assays that will allow us to distinguish severe or mild M pneumoniae pneumonia early.",9/23/16,"Li, Shaoli; Sun, Hongmei; Liu, Fei; Feng, Yanling; Zhao, Hanqing; Xue, Guanhua; Yan, Chao",Medicine (Baltimore),,,,document_parses/pdf_json/94bb822945a2854f5d541d3b83b5a100f1b7f50a.json,document_parses/pmc_json/PMC5044926.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5044926/,,,,,,,,,,,,,,,,,,
